website,source,size,hash
www.parlons-basket.com,t.seedtag.com/ps/buyer/bidding-logic.js,1322,ea180b9616b6796cfbe6394dfb6e5ed3b8021474ba2371982111eb1bb2c9a379
www.philips-hue.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.philips.nl,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.pipedrive.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.podbean.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.politico.eu,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.proofpoint.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.calzedonia.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.casetify.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.constantcontact.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.cos.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.coursera.org,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.cricketwireless.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.crownpeak.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.datemyage.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.dating.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.decathlon.es,td.doubleclick.net/td/bjs,148572,61cd27587193a8b26da16802d6b913d52152b31d884d3b8391b332574941a924
www.domain.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.doofinder.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.dreamstime.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.envato.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.equifax.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.expressvpn.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.ezoic.com,td.doubleclick.net/td/bjs,175454,2ba65d412a82294ca89d0c43b51f3d20786220bb7f97b4db50bcbded5c12d796
www.fairmont.com,fledge.teads.tv/v1/bidding/bidding-logic.js,881,d795f65b0db419f7654fbb01cd7b3ad185745ef44e8e838fbf8be7250476c1cb
www.recombee.com,td.doubleclick.net/td/bjs,175454,2ba65d412a82294ca89d0c43b51f3d20786220bb7f97b4db50bcbded5c12d796
www.rtbhouse.com,f.creativecdn.com/statics/buyer.js,19971,f364d80722aeca02de213b04169b5cd43fdbd037088f9c9ac2c52fd8a150b1b6
www.sas.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.scribd.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.shein.com.mx,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.sicredi.com.br,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.skechers.nl,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.smartlook.com,td.doubleclick.net/td/bjs,175454,2ba65d412a82294ca89d0c43b51f3d20786220bb7f97b4db50bcbded5c12d796
www.sonicwall.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.splashtop.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.tado.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.teamviewer.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.teknosa.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.templatemonster.com,td.doubleclick.net/td/bjs,175454,2ba65d412a82294ca89d0c43b51f3d20786220bb7f97b4db50bcbded5c12d796
www.thenorthface.nl,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.thermofisher.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.thetrainline.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.threatlocker.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.ui.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.unicef.org,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.uniqlo.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.vans.nl,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.very.co.uk,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.vinted.co.uk,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.vinted.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.vinted.fr,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.vinted.it,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.vinted.pl,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.vistaprint.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.westernunion.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.winzip.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.wish.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.wondershare.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www2.hm.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
themeforest.net,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.busbud.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.felissimo.co.jp,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.klaviyo.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
