website,source,size,hash
www.adp.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.alamy.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.amnh.org,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
flodesk.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
medal.tv,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
reverb.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
us.govee.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.ancestry.com,td.doubleclick.net/td/bjs,162949,ded56502061db084b6ef4522edb751be621ab72db40ce255a1cbf3c3848953d2
www.brightcloud.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.crazygames.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.equifax.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.fourseasons.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.hostelworld.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.ixl.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.mcafee.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.oxfamamerica.org,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.redcross.org,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.sketchup.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.templatemonster.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.victoriassecret.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.michaels.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.microad.co.jp,privacy-sandbox-ot.send.microad.jp/static/scripts/biddingLogic.min.js,1084,9ddcec4ca2e36aade24af6b4449f9ad3a6599352bb3f6f199b8e1cba1659765f
www.mindbodyonline.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.mongodb.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.motorola.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.movoto.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.mq.edu.au,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.msdmanuals.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.n-able.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.namecheap.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.nanit.com,td.doubleclick.net/td/bjs,162949,ded56502061db084b6ef4522edb751be621ab72db40ce255a1cbf3c3848953d2
www.ncl.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.ncsu.edu,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.netflix.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.netgear.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.netsuite.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.nike.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.nissen.co.jp,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.nolo.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.nordstromrack.com,td.doubleclick.net/td/bjs,162949,ded56502061db084b6ef4522edb751be621ab72db40ce255a1cbf3c3848953d2
www.nsc.org,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.nyu.edu,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.oanda.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.obilet.com,td.doubleclick.net/td/bjs,175454,2ba65d412a82294ca89d0c43b51f3d20786220bb7f97b4db50bcbded5c12d796
www.officedepot.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.onepeloton.com,td.doubleclick.net/td/bjs,175454,2ba65d412a82294ca89d0c43b51f3d20786220bb7f97b4db50bcbded5c12d796
www.oneplus.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.oneplus.in,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.optimonk.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.orbitz.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.orientaltrading.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.overwolf.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.theinformation.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.thermofisher.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.thetrainline.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.thomsonreuters.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.threatlocker.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.thredup.com,td.doubleclick.net/td/bjs,162949,ded56502061db084b6ef4522edb751be621ab72db40ce255a1cbf3c3848953d2
www.thriftbooks.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.timeshighereducation.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.travelocity.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.trendmicro.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.tufts.edu,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.twilio.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.uber.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.udel.edu,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.uhc.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.underarmour.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.unicef.org,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.uniqlo.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.upwork.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.usa.philips.com,td.doubleclick.net/td/bjs,148581,94c1fbf591ef36aea62b93bce2d76e19925d92a8d845fc5c4c8155b983d25500
www.usps.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.uwa.edu.au,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.vans.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.veed.io,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.verint.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.very.co.uk,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.brightcove.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.brother-usa.com,td.doubleclick.net/td/bjs,175454,2ba65d412a82294ca89d0c43b51f3d20786220bb7f97b4db50bcbded5c12d796
www.bugsnag.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.busbud.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.buzzsprout.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.cafepress.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.cancer.org,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.capterra.com,td.doubleclick.net/td/bjs,174707,c295cb31ac9eda96c720f2e2f36e26d6847ca5ca5fb58d9368761d28042d6e2d
www.caratlane.us,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.carfax.com,td.doubleclick.net/td/bjs,148531,537bf9a5daed0e8bfdb9ae5efb8e870c60ff38b38523b33b59dc9fe5e76ed35e
www.casetify.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.charitynavigator.org,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.chewy.com,td.doubleclick.net/td/bjs,148581,c9e7d72fe2417e8212545a90eebe19ae289a10af8e6d788da7364174a21d6e3c
www.cmoa.jp,track.u.send.microad.jp/paa/v1/biddinglogic.js,16621,9adc0fb828b7842e53029c71fe2300e57595f94036ec91729e8121a723cafee6
www.constantcontact.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.conviva.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
www.cos.com,td.doubleclick.net/td/bjs,162752,eb8792e21d89b6b83e46f9eea321455bbe02a7bffb88996382d8b25f5b3106da
www.coursera.org,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
meraki.cisco.com,td.doubleclick.net/td/bjs,148402,3114d14b9ed3b70620cf691acfa3056fc373bd8c1ffd870b64866958261fabed
mintj.com,fledge.ladsp.com/bidding_logic/v0/bidding_logic.js,4315,766681016e20629adbeb4c02a9f64e00264a6240dbda5cf7e8e1ed56c8d671d7
